iter	Passed	Remaining
700	3565	1520
701	3568	1515
702	3572	1509
703	3575	1503
704	3579	1497
705	3582	1491
706	3586	1486
707	3590	1480
708	3593	1474
709	3597	1469
710	3602	1464
711	3606	1458
712	3610	1453
713	3615	1448
714	3626	1445
715	3632	1441
716	3638	1436
717	3643	1431
718	3649	1426
719	3655	1421
720	3659	1416
721	3663	1410
722	3667	1405
723	3672	1400
724	3677	1394
725	3681	1389
726	3685	1384
727	3690	1378
728	3693	1373
729	3697	1367
730	3700	1361
731	3703	1356
732	3707	1350
733	3710	1344
734	3714	1339
735	3718	1333
736	3721	1328
737	3725	1322
738	3728	1317
739	3732	1311
740	3736	1305
741	3740	1300
742	3743	1294
743	3747	1289
744	3751	1283
745	3754	1278
746	3758	1272
747	3762	1267
748	3765	1261
749	3769	1256
750	3773	1251
751	3777	1245
752	3781	1240
753	3785	1235
754	3790	1229
755	3794	1224
756	3798	1219
757	3803	1214
758	3807	1209
759	3812	1203
760	3816	1198
761	3820	1193
762	3824	1187
763	3828	1182
764	3832	1177
765	3835	1171
766	3839	1166
767	3842	1160
768	3846	1155
769	3850	1150
770	3853	1144
771	3857	1139
772	3860	1133
773	3864	1128
774	3867	1122
775	3871	1117
776	3875	1112
777	3878	1106
778	3881	1101
779	3885	1095
780	3888	1090
781	3892	1085
782	3895	1079
783	3899	1074
784	3902	1068
785	3906	1063
786	3910	1058
787	3913	1052
788	3917	1047
789	3920	1042
790	3924	1036
791	3928	1031
792	3931	1026
793	3934	1020
794	3938	1015
795	3941	1010
796	3945	1004
797	3948	999
798	3952	994
799	3955	988
800	3959	983
801	3962	978
802	3966	973
803	3969	967
804	3973	962
805	3977	957
806	3980	952
807	3984	946
808	3988	941
809	3991	936
810	3995	931
811	3999	925
812	4002	920
813	4006	915
814	4009	910
815	4013	904
816	4016	899
817	4020	894
818	4023	889
819	4027	884
820	4031	878
821	4034	873
822	4038	868
823	4042	863
824	4046	858
825	4050	853
826	4054	848
827	4057	842
828	4061	837
829	4065	832
830	4068	827
831	4072	822
832	4076	817
833	4079	812
834	4083	806
835	4086	801
836	4090	796
837	4094	791
838	4098	786
839	4102	781
840	4106	776
841	4109	771
842	4113	766
843	4116	760
844	4120	755
845	4123	750
846	4127	745
847	4131	740
848	4134	735
849	4138	730
850	4142	725
851	4145	720
852	4149	715
853	4152	709
854	4156	704
855	4160	699
856	4164	694
857	4167	689
858	4171	684
859	4174	679
860	4178	674
861	4182	669
862	4185	664
863	4189	659
864	4192	654
865	4195	649
866	4199	644
867	4203	639
868	4206	634
869	4210	629
870	4214	624
871	4219	619
872	4223	614
873	4227	609
874	4230	604
875	4234	599
876	4239	594
877	4243	589
878	4247	584
879	4251	579
880	4255	574
881	4259	569
882	4263	564
883	4267	559
884	4271	555
885	4274	550
886	4278	545
887	4282	540
888	4286	535
889	4290	530
890	4294	525
891	4298	520
892	4301	515
893	4305	510
894	4309	505
895	4312	500
896	4316	495
897	4320	490
898	4323	485
899	4327	480
900	4331	475
901	4334	470
902	4338	466
903	4342	461
904	4345	456
905	4349	451
906	4352	446
907	4356	441
908	4360	436
909	4363	431
910	4367	426
911	4371	421
912	4374	416
913	4378	411
914	4381	407
915	4385	402
916	4389	397
917	4392	392
918	4396	387
919	4399	382
920	4403	377
921	4406	372
922	4410	367
923	4414	363
924	4418	358
925	4422	353
926	4425	348
927	4429	343
928	4432	338
929	4436	333
930	4439	329
931	4443	324
932	4446	319
933	4450	314
934	4454	309
935	4457	304
936	4461	299
937	4465	295
938	4468	290
939	4472	285
940	4476	280
941	4480	275
942	4483	271
943	4487	266
944	4491	261
945	4494	256
946	4498	251
947	4502	246
948	4505	242
949	4509	237
950	4513	232
951	4516	227
952	4520	222
953	4524	218
954	4528	213
955	4532	208
956	4536	203
957	4540	199
958	4544	194
959	4548	189
960	4552	184
961	4556	179
962	4559	175
963	4563	170
964	4567	165
965	4571	160
966	4574	156
967	4578	151
968	4581	146
969	4585	141
970	4589	137
971	4592	132
972	4596	127
973	4600	122
974	4603	118
975	4607	113
976	4611	108
977	4615	103
978	4619	99
979	4622	94
980	4626	89
981	4630	84
982	4633	80
983	4638	75
984	4642	70
985	4646	65
986	4651	61
987	4657	56
988	4662	51
989	4667	47
990	4672	42
991	4677	37
992	4682	33
993	4686	28
994	4690	23
995	4694	18
996	4699	14
997	4704	9
998	4708	4
999	4713	0
