iter	Logloss
510	0.1539418077
511	0.1537244637
512	0.1535063505
513	0.1532923909
514	0.1528616643
515	0.1527095283
516	0.1523952664
517	0.1522286697
518	0.1518625645
519	0.1516817474
520	0.1514956613
521	0.1513498423
522	0.1511658619
523	0.1509572482
524	0.1508512731
525	0.150705406
526	0.1505643848
527	0.1503134561
528	0.1501541282
529	0.149819454
530	0.1495863224
531	0.1495046634
532	0.1493120296
533	0.1490260643
534	0.1488659576
535	0.1486723719
536	0.1485007273
537	0.148240626
538	0.1479904184
539	0.1478334077
540	0.1476096218
541	0.1474081807
542	0.147328512
543	0.1471374935
544	0.1469265818
545	0.1466562022
546	0.1464681932
547	0.1462432727
548	0.1460189579
549	0.1457885281
550	0.1456537084
551	0.1455112065
552	0.145295949
553	0.1451219103
554	0.1450672594
555	0.1448745006
556	0.1446471187
557	0.1445198275
558	0.1443247131
559	0.1441178493
560	0.1439475508
561	0.1437688297
562	0.1435667638
563	0.1433761972
564	0.1431560264
565	0.142941538
566	0.1427463947
567	0.1425060616
568	0.142296198
569	0.1421305627
570	0.141911988
571	0.1417298825
572	0.1413295965
573	0.1411014357
574	0.1409619241
575	0.1407917602
576	0.1406148948
577	0.1404755658
578	0.1402808648
579	0.1401043263
580	0.1399216727
581	0.1396913486
582	0.1395642978
583	0.1393917591
584	0.1391969812
585	0.1389774546
586	0.1388289242
587	0.1386091092
588	0.1383577766
589	0.1380446013
590	0.1379313959
591	0.1377731737
592	0.1376063558
593	0.1374722284
594	0.1372563074
595	0.1370841341
596	0.1369036438
597	0.1367388835
598	0.1365336927
599	0.136351741
600	0.1362355358
601	0.1360270951
602	0.135874238
603	0.1357245731
604	0.1355183919
605	0.1353581314
606	0.1351281438
607	0.1349251548
608	0.1347829702
609	0.1345785774
610	0.1344131056
611	0.1342123377
612	0.1340255497
613	0.1337461225
614	0.1335903329
615	0.1334123233
616	0.1332226701
617	0.132989375
618	0.132822961
619	0.1326644119
620	0.1324132716
621	0.1322271759
622	0.132078732
623	0.1319194811
624	0.1317932475
625	0.1316681581
626	0.1315164933
627	0.1313657322
628	0.1312529402
629	0.1310472206
630	0.1308415298
631	0.1307019989
632	0.1305127495
633	0.130339557
634	0.130007575
635	0.1298387957
636	0.1296419217
637	0.1295162554
638	0.1294315485
639	0.1292221752
640	0.1290431849
641	0.128889924
642	0.1287483643
643	0.1285868923
644	0.128445323
645	0.1282853413
646	0.1282085666
647	0.1280845541
648	0.1279633011
649	0.1277581872
650	0.1276096375
651	0.1274701739
652	0.1272635505
653	0.1270089777
654	0.1268443713
655	0.1267376559
656	0.1266066438
657	0.1264875444
658	0.1263062177
659	0.12609995
660	0.1259618133
661	0.1258309165
662	0.1256866359
663	0.1255315385
664	0.1253925268
665	0.1253157906
666	0.1251161956
667	0.1249465414
668	0.1246731523
669	0.1245752345
670	0.1244723074
671	0.1243104604
672	0.1242576844
673	0.1240393405
674	0.1238915504
675	0.123737453
676	0.1235648662
677	0.1234241623
678	0.123261748
679	0.1231581959
680	0.12306872
681	0.1229231125
682	0.1227243059
683	0.1225756409
684	0.1224509553
685	0.1222840798
686	0.122152885
687	0.121959482
688	0.1218583048
689	0.1216690458
690	0.121534803
691	0.1213293238
692	0.1211928408
693	0.1210523484
694	0.1208563206
695	0.1206987714
696	0.1204642072
697	0.1203681931
698	0.1201499453
699	0.1200661037
700	0.119999117
701	0.1198546248
702	0.1197473518
703	0.1196215509
704	0.1194803374
705	0.1193653051
706	0.1192519171
707	0.1190470147
708	0.1189027437
709	0.1187256475
710	0.1185631851
711	0.1183967807
712	0.1183057087
713	0.1181621203
714	0.1180396077
715	0.1179444205
716	0.1178731167
717	0.1176867326
718	0.1175405193
719	0.1174612833
720	0.1173471644
721	0.1171942304
722	0.1171044949
723	0.116962368
724	0.1168348845
725	0.1167121507
726	0.1165854268
727	0.1164998353
728	0.1163171433
729	0.1161997554
730	0.1160955303
731	0.1160023911
732	0.1158545818
733	0.1157129068
734	0.1155594824
735	0.1154596032
736	0.1153331197
737	0.1152096263
738	0.1150800949
739	0.1148908167
740	0.1148120709
741	0.1147148454
742	0.1144985975
743	0.114452427
744	0.1143392408
745	0.1142433325
746	0.1141933737
747	0.1141245216
748	0.113904447
749	0.1137141496
750	0.113581378
751	0.113455231
752	0.1132559244
753	0.1131048365
754	0.1129806509
755	0.1128003722
756	0.1126346889
757	0.1125632408
758	0.1124020476
759	0.1122637474
760	0.1120944585
761	0.1118966519
762	0.1117728317
763	0.1116075137
764	0.1114580795
765	0.1113969386
766	0.1113259424
767	0.1112116409
768	0.1110620336
769	0.1109381077
770	0.1107314842
771	0.1106426525
772	0.1105183804
773	0.1103044689
774	0.1101621305
775	0.1100755774
776	0.1099557282
777	0.1098355712
778	0.1096855793
779	0.1095938824
780	0.1094925321
781	0.1093498475
782	0.1092462377
783	0.1091269269
784	0.1090111928
785	0.1089232552
786	0.1088125689
787	0.1087078246
788	0.1086122913
789	0.1085367473
790	0.1083440943
791	0.1082452343
792	0.1080978192
793	0.1078715814
794	0.1077533955
795	0.107639594
796	0.1075013226
797	0.1073556863
798	0.1072063098
799	0.107023262
800	0.1069269595
801	0.1067305471
802	0.1066403308
803	0.1065219045
804	0.1063718742
805	0.1061898552
806	0.1059353978
807	0.1058290766
808	0.1056907668
809	0.1054805474
810	0.1053386417
811	0.1052367914
812	0.1050652718
813	0.1049451245
814	0.1047889599
815	0.10463068
816	0.104467535
817	0.104384126
818	0.1043024478
819	0.1042099528
820	0.1040949302
821	0.104021088
822	0.1039126997
823	0.1037925523
824	0.1037081338
825	0.103549277
826	0.1033790747
827	0.1032909256
828	0.103226756
829	0.1031127045
830	0.1029729044
831	0.1029133211
832	0.1027883471
833	0.1026678248
834	0.1025785411
835	0.1023991662
836	0.1023644854
837	0.1022415786
838	0.1021614003
839	0.1020114949
840	0.1018811174
841	0.1017868821
842	0.1017384712
843	0.1016041516
844	0.1015534909
845	0.1014288245
846	0.1012769385
847	0.1011686559
848	0.1010998712
849	0.1009947423
850	0.1008742392
851	0.1007670815
852	0.1006562414
853	0.1004684246
854	0.1003651418
855	0.1002546093
856	0.1001300007
857	0.1000183721
858	0.09992979034
859	0.099757117
860	0.09965487254
861	0.09951065919
862	0.09943958612
863	0.0993256596
864	0.0991981665
865	0.09914059269
866	0.09904100193
867	0.09890768223
868	0.09878865021
869	0.09860964068
870	0.09850301184
871	0.0983399149
872	0.09818329838
873	0.09800353889
874	0.09789156418
875	0.09779078118
876	0.09763636646
877	0.09748351897
878	0.09736840982
879	0.09727215542
880	0.09713918185
881	0.09700178544
882	0.09694055799
883	0.09681474749
884	0.09677541309
885	0.09668209122
886	0.09657746227
887	0.09646212236
888	0.09640380821
889	0.09628928556
890	0.09620079036
891	0.09606558614
892	0.09599183052
893	0.09588037502
894	0.09572987355
895	0.09554481627
896	0.09548321383
897	0.09534375985
898	0.09527692693
899	0.09523169861
900	0.09513559804
901	0.09498037568
902	0.09491019679
903	0.09481765372
904	0.09469717948
905	0.09461007842
906	0.09451606428
907	0.09437177402
908	0.09420327353
909	0.0940566757
910	0.09396944004
911	0.0938861657
912	0.09376676832
913	0.09363481393
914	0.09355382793
915	0.09351241671
916	0.09339194247
917	0.09330171658
918	0.09324737337
919	0.09315207084
920	0.09304437475
921	0.09295780252
922	0.09284352986
923	0.09274337182
924	0.09265204023
925	0.09258193826
926	0.09254631518
927	0.09248715493
928	0.09233586504
929	0.09220126656
930	0.0921460484
931	0.09201594006
932	0.09186031387
933	0.09180056711
934	0.09167847757
935	0.09156565675
936	0.09150391971
937	0.09140949213
938	0.09120521473
939	0.09103689692
940	0.09094093097
941	0.09084694567
942	0.09074731645
943	0.09057421044
944	0.09043591985
945	0.09028430307
946	0.09020031723
947	0.09009949577
948	0.08994780206
949	0.08987480601
950	0.08978402247
951	0.08972767936
952	0.08947929858
953	0.08935242084
954	0.08925894513
955	0.08918545873
956	0.08909599242
957	0.08891042554
958	0.08885210178
959	0.08879711437
960	0.08868767799
961	0.08860716312
962	0.08847888161
963	0.08835775355
964	0.08826350865
965	0.08819404126
966	0.08803181928
967	0.08790943167
968	0.08785653069
969	0.08775474774
970	0.08764864772
971	0.08757245954
972	0.0874697151
973	0.08739714211
974	0.0872514
975	0.08708069771
976	0.08683384569
977	0.08671887115
978	0.08669684349
979	0.08662752033
980	0.08655480311
981	0.08640758031
982	0.08634121852
983	0.08623986824
984	0.08600595783
985	0.08588229145
986	0.08580719936
987	0.08575114471
988	0.08570828164
989	0.08561253683
990	0.08550428308
991	0.08539497169
992	0.08529589051
993	0.08515575387
994	0.08508214247
995	0.08498485928
996	0.0848898452
997	0.08482342572
998	0.08476633265
999	0.08471877754
